V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V13,V19,V22,V30,V33,V35,V36,V40,V41,V42,V43,V45,V47,V50,V51,V52,V59,V63,V72,V75,class
5.0,4.0,273.0,12,1.0,3.0,11.0,13,56.0,1.0,4,3.0,7,2,1,0,9,7,17.0,3,6.0,0.0,0,5,0.0,5,1,30.0,7,1,12,1
3.0,60.0,3.0,3,1575.0,55.0,9.0,6,55.0,0.0,1,3.0,4,2,1,1,9,7,3.0,3,16.0,1.0,4,8,9.0,6,0,1.0,6,1,2,1
6.0,2.0,14.0,2,1084.0,9.0,35.0,28,393.0,1.0,12,2.0,9,2,1,1,9,6,1.0,2,3.0,149.0,0,5,3.0,1,1,95.0,4,0,15,0
2.0,37.0,7.0,12,7.0,10.0,2.0,14,14.0,1.0,1,9.0,7,2,1,2,9,6,4.0,0,9.0,551.0,0,8,9.0,3,1,0.0,7,2,3,0
2.0,2.0,120.0,3,7.0,3.0,2.0,3,3.0,1.0,1,3.0,7,2,0,2,9,10,3.0,2,27.0,278.0,5,8,511.0,1,0,96.0,8,9,1,0
1.0,499.0,3.0,2,1228.0,27.0,7.0,38,108.0,1.0,6,3.0,4,2,1,3,8,9,0.0,2,0.0,39.0,1,8,39.0,4,0,9.0,6,1,2,0
3.0,154.0,2.0,0,4.0,0.0,12.0,0,152.0,1.0,4,0.0,9,2,1,2,9,6,184.0,3,0.0,85.0,1,5,12.0,3,1,0.0,4,2,5,0
3.0,316.0,22.0,37,2.0,0.0,3.0,37,37.0,1.0,1,0.0,4,2,4,3,9,1,6.0,0,4.0,93.0,1,8,11.0,2,0,3.0,8,3,1,1
1.0,388.0,4.0,8,149.0,15.0,1.0,17,19.0,1.0,1,15.0,3,2,0,3,8,6,12.0,2,22.0,3.0,1,8,98.0,1,0,2.0,7,3,0,1
2.0,-1.0,6.0,1,1213.0,83.0,5.0,21,31.0,1.0,3,1.0,9,2,7,2,9,9,15.0,3,0.0,107.0,0,8,5.0,5,1,0.0,6,1,1,1
8.0,42.0,18.0,11,0.0,1.0,8.0,25,25.0,1.0,1,0.0,3,2,1,2,8,6,10.0,3,0.0,2.0,1,5,1.0,0,1,0.0,7,3,0,0
0.0,32.0,3.0,3,1419.0,3.0,1.0,3,3.0,0.0,1,3.0,5,2,1,3,8,11,0.0,1,3.0,2.0,1,5,4.0,9,2,1.0,7,5,7,0
1.0,0.0,8.0,3,1431.0,13.0,22.0,11,171.0,0.0,9,3.0,9,2,1,2,9,6,1.0,3,12.0,73.0,1,8,14.0,2,0,47.0,8,5,1,0
0.0,20.0,1.0,1,1.0,753.0,3.0,1,125.0,0.0,2,0.0,7,2,1,0,1,6,11.0,2,5.0,356.0,0,5,24.0,9,0,5.0,7,2,1,1
3.0,1.0,1.0,1,11.0,1.0,37.0,5,90.0,2.0,23,1.0,6,2,1,3,9,6,23.0,2,1.0,40.0,1,3,9.0,1,0,0.0,6,4,50,1
2.0,35.0,7.0,7,8.0,6.0,7.0,8,30.0,1.0,4,6.0,3,2,1,3,9,6,2.0,1,36.0,0.0,1,5,1.0,2,0,4.0,6,1,1,0
11.0,1.0,2.0,2,4.0,2.0,11.0,4,5.0,2.0,2,2.0,3,2,4,3,9,7,0.0,0,10.0,334.0,6,5,4.0,3,0,7.0,6,0,1,1
2.0,3.0,4.0,4,133.0,12.0,2.0,8,85.0,1.0,1,9.0,7,2,0,3,8,6,1.0,3,9.0,17.0,8,8,7.0,1,1,50.0,6,0,0,0
2.0,1.0,9.0,7,921.0,14.0,2.0,14,14.0,1.0,1,7.0,3,2,0,1,9,7,5.0,2,14.0,16.0,1,0,0.0,1,0,2.0,6,1,4,1
0.0,1.0,4.0,3,2764.0,61.0,3.0,14,73.0,0.0,2,3.0,4,2,0,3,9,7,2.0,0,1.0,404.0,8,8,36.0,2,1,4.0,2,0,6,0
3.0,5.0,9.0,13,1198.0,28.0,7.0,15,221.0,1.0,2,13.0,4,2,1,3,8,6,28.0,2,0.0,81.0,8,8,4.0,0,0,10.0,1,3,4,0
25.0,436.0,2.0,2,1010.0,4.0,42.0,15,137.0,2.0,6,2.0,7,2,6,3,8,6,11.0,2,6.0,0.0,1,8,0.0,1,1,1.0,8,4,1,0
14.0,0.0,4.0,5,172.0,5.0,14.0,5,5.0,2.0,2,5.0,4,2,1,3,9,8,72.0,2,29.0,0.0,0,7,0.0,0,2,0.0,1,1,2,0
2.0,1.0,5.0,12,50.0,13.0,13.0,23,377.0,1.0,4,12.0,3,2,1,2,9,6,0.0,1,0.0,57.0,1,5,13.0,3,1,8.0,6,1,1,1
0.0,0.0,3.0,5,5518.0,117.0,2.0,10,10.0,0.0,1,5.0,7,2,0,3,9,1,20.0,3,2.0,8.0,7,3,20.0,2,1,0.0,9,0,2,1
0.0,26.0,6.0,4,1608.0,5.0,1.0,6,5.0,0.0,1,4.0,3,2,7,1,9,4,0.0,1,46.0,0.0,1,8,5.0,1,3,0.0,7,18,0,0
1.0,410.0,1.0,11,8.0,1.0,5.0,39,134.0,1.0,2,1.0,3,2,7,3,0,8,0.0,0,0.0,46.0,0,8,156.0,1,0,3.0,6,1,9,1
0.0,39.0,15.0,3,9138.0,176.0,1.0,11,42.0,0.0,1,3.0,7,2,7,2,9,6,18.0,3,6.0,4.0,0,8,3.0,2,1,6.0,6,2,0,0
1.0,1.0,5.0,6,1.0,3.0,1.0,6,6.0,1.0,1,3.0,4,2,1,3,9,8,13.0,3,1.0,9.0,1,10,5.0,1,1,1.0,7,1,1,0
2.0,0.0,7.0,5,15.0,0.0,254.0,5,213.0,1.0,26,0.0,7,2,6,2,5,1,2.0,3,2.0,354.0,1,10,1.0,1,0,6.0,4,1,1,0
0.0,3.0,1.0,1,1555.0,18.0,11.0,2,76.0,0.0,3,1.0,4,2,1,3,8,8,34.0,3,1.0,4.0,0,8,12.0,1,0,6.0,2,10,5,0
2.0,11.0,5.0,9,1087.0,91.0,4.0,27,143.0,1.0,3,9.0,4,2,3,3,9,6,15.0,0,0.0,121.0,5,5,0.0,1,1,3.0,6,1,0,0
1.0,10.0,1.0,4,272.0,11.0,1.0,6,6.0,1.0,1,4.0,7,2,1,3,9,1,0.0,3,1.0,152.0,1,7,16.0,1,0,13.0,7,0,4,1
0.0,180.0,10.0,10,21566.0,123.0,6.0,11,208.0,0.0,3,10.0,7,2,3,3,9,6,9.0,0,0.0,146.0,1,3,0.0,4,3,0.0,1,2,1,1
0.0,5.0,3.0,8,1772.0,21.0,2.0,10,34.0,0.0,2,8.0,9,2,0,2,9,5,2.0,3,3.0,2.0,4,8,0.0,0,1,1.0,2,1,2,1
1.0,1.0,7.0,4,1326.0,55.0,46.0,36,236.0,0.0,10,7.0,7,2,1,3,9,1,17.0,2,4.0,1.0,1,8,36.0,1,0,18.0,7,1,2,0
1.0,0.0,5.0,1,2.0,1.0,50.0,5,57.0,1.0,6,1.0,7,2,1,1,9,7,0.0,3,34.0,4.0,4,8,2.0,0,1,8.0,4,1,1,1
4.0,0.0,6.0,3,541.0,9.0,4.0,9,9.0,2.0,2,3.0,7,2,1,2,8,7,46.0,3,20.0,11.0,1,5,82.0,6,0,6.0,6,1,2,1
3.0,801.0,2.0,3,12.0,1.0,11.0,14,64.0,2.0,5,1.0,7,2,3,0,1,6,88.0,0,7.0,185.0,1,3,12.0,6,0,2.0,7,1,8,0
1.0,56.0,7.0,12,4.0,11.0,59.0,11,445.0,1.0,9,11.0,3,2,1,0,8,8,4.0,2,10.0,67.0,1,8,7.0,3,1,2.0,2,3,1,1
0.0,65.0,4.0,7,43.0,100.0,19.0,38,174.0,0.0,4,4.0,7,2,3,0,9,6,44.0,3,19.0,3.0,1,8,10.0,15,1,0.0,8,0,0,1
26.0,5.0,1.0,1,332.0,3.0,173.0,7,156.0,2.0,30,1.0,4,2,1,2,8,8,14.0,3,0.0,115.0,8,8,1.0,1,0,5.0,7,61,1,0
0.0,222.0,2.0,1,2819.0,31.0,8.0,12,77.0,0.0,3,1.0,3,2,1,2,1,6,1.0,3,4.0,79.0,1,7,0.0,1,3,1.0,1,0,0,0
13.0,238.0,5.0,7,20.0,0.0,32.0,10,15.0,1.0,4,0.0,4,2,1,0,9,7,3.0,0,16.0,1.0,4,8,9.0,1,2,14.0,1,0,1,0
5.0,12.0,4.0,6,2.0,5.0,5.0,4,6.0,1.0,1,5.0,9,2,1,2,9,6,3.0,3,39.0,86.0,1,5,1.0,1,1,40.0,7,1,2,0
8.0,-1.0,2.0,1,1.0,0.0,51.0,2,2.0,2.0,11,0.0,7,2,1,3,8,9,0.0,3,0.0,44.0,1,5,7.0,0,0,229.0,7,0,0,0
2.0,9.0,6.0,6,993.0,20.0,125.0,16,456.0,1.0,26,6.0,7,2,3,3,8,8,6.0,0,1.0,5.0,4,10,1.0,1,0,39.0,6,3,1,0
8.0,43.0,130.0,38,1.0,1.0,56.0,39,124.0,1.0,7,1.0,3,2,1,0,8,6,38.0,3,0.0,0.0,1,8,0.0,1,1,41.0,6,6,2,0
9.0,59.0,5.0,5,5.0,5.0,9.0,5,5.0,1.0,1,4.0,4,2,4,3,9,7,1.0,3,5.0,47.0,2,5,4.0,0,1,0.0,7,0,0,1
1.0,1.0,1.0,7,8.0,0.0,26.0,21,110.0,1.0,7,0.0,9,2,1,2,9,6,40.0,2,3.0,282.0,1,8,0.0,2,4,11.0,8,1,7,0
0.0,1.0,2.0,2,1392.0,34.0,17.0,44,357.0,0.0,9,2.0,7,2,6,3,9,6,63.0,2,1.0,15.0,1,5,4.0,2,2,0.0,6,1,1,0
2.0,1.0,31.0,23,10.0,10.0,2.0,33,57.0,1.0,1,10.0,7,2,1,0,1,9,2.0,3,29.0,109.0,5,8,0.0,0,2,0.0,5,1,0,0
2.0,8.0,13.0,14,119.0,36.0,4.0,35,43.0,1.0,2,28.0,4,2,1,3,9,1,1.0,3,15.0,16.0,1,8,5.0,1,0,0.0,6,5,2,1
0.0,1.0,33.0,14,1310.0,138.0,8.0,39,61.0,0.0,2,22.0,7,2,4,1,9,8,1.0,1,25.0,13.0,7,8,9.0,1,0,18.0,5,3,2,1
12.0,11.0,5.0,17,0.0,1.0,16.0,27,76.0,2.0,3,1.0,7,2,1,3,9,8,6.0,3,49.0,4.0,1,10,26.0,0,0,3.0,11,3,2,0
4.0,0.0,25.0,14,61.0,14.0,19.0,40,391.0,1.0,10,14.0,7,2,1,2,9,4,2.0,0,8.0,15.0,1,8,22.0,28,0,4.0,1,1,1,1
0.0,13.0,1.0,6,1909.0,131.0,3.0,25,136.0,0.0,2,6.0,4,2,0,3,9,6,11.0,2,10.0,117.0,5,8,5.0,1,1,4.0,8,0,1,0
4.0,10.0,4.0,3,0.0,2.0,85.0,22,45.0,2.0,8,2.0,6,2,1,0,9,6,3.0,2,0.0,41.0,6,8,0.0,17,1,24.0,7,2,1,0
0.0,71.0,1.0,2,3168.0,123.0,1.0,5,53.0,0.0,1,5.0,4,2,1,3,9,7,10.0,3,9.0,257.0,1,6,0.0,12,1,138.0,8,3,2,1
0.0,7.0,2.0,9,3977.0,120.0,22.0,28,198.0,0.0,4,9.0,3,2,3,3,9,6,18.0,2,18.0,98.0,5,8,15.0,1,0,5.0,8,3,4,1
0.0,1.0,1.0,0,7.0,165.0,2.0,1,0.0,0.0,1,0.0,3,2,1,3,9,7,5.0,3,28.0,182.0,6,3,2.0,1,0,58.0,6,2,0,0
0.0,132.0,1.0,9,1440.0,44.0,27.0,18,274.0,0.0,10,9.0,0,2,1,3,9,7,2.0,2,1.0,3.0,1,8,4.0,1,1,26.0,6,0,1,0
0.0,1.0,13.0,8,2162.0,79.0,22.0,17,142.0,0.0,3,8.0,7,2,1,0,9,9,3.0,1,0.0,59.0,8,8,12.0,1,0,4.0,6,0,3,1
4.0,9.0,1.0,3,141.0,4.0,18.0,44,321.0,2.0,9,3.0,3,2,4,3,1,6,1.0,0,24.0,0.0,1,5,0.0,0,0,0.0,2,1,1,0
0.0,83.0,28.0,20,2858.0,137.0,54.0,34,548.0,0.0,12,20.0,7,2,3,2,8,1,1.0,0,2.0,8.0,8,6,37.0,18,1,2.0,7,1,2,1
14.0,1.0,5.0,20,20.0,13.0,23.0,5,288.0,1.0,5,13.0,7,2,1,1,9,4,14.0,1,49.0,500.0,6,3,0.0,0,1,0.0,6,1,1,1
0.0,4.0,29.0,16,99.0,226.0,38.0,33,824.0,0.0,12,16.0,7,2,3,3,9,4,48.0,2,17.0,87.0,8,8,5.0,1,0,2.0,1,1,13,1
2.0,12.0,3.0,0,1.0,0.0,2.0,0,0.0,1.0,1,0.0,7,2,0,0,9,7,6.0,2,11.0,63.0,1,8,4.0,1,0,3.0,6,46,5,1
0.0,1279.0,4.0,11,1788.0,54.0,11.0,43,59.0,0.0,2,11.0,7,2,1,2,9,8,5.0,2,1.0,88.0,0,5,39.0,0,1,7.0,6,3,0,1
2.0,1.0,17.0,1,0.0,0.0,2.0,3,1.0,1.0,1,0.0,7,2,3,3,9,6,5.0,3,15.0,15.0,1,7,150.0,2,0,2.0,8,1,1,0
0.0,0.0,0.0,1,3237.0,26.0,22.0,1,30.0,0.0,3,1.0,7,2,1,1,9,7,1.0,2,37.0,370.0,1,8,11.0,2,0,1.0,8,5,2,0
0.0,116.0,9.0,11,2921.0,51.0,4.0,11,72.0,0.0,2,11.0,3,2,1,3,1,6,3.0,2,24.0,124.0,1,7,5.0,12,1,0.0,6,2,2,0
4.0,0.0,52.0,22,10.0,22.0,33.0,22,213.0,1.0,4,22.0,4,2,1,0,8,7,7.0,3,9.0,54.0,3,8,9.0,1,1,10.0,7,0,4,1
4.0,783.0,9.0,8,1324.0,13.0,9.0,17,122.0,1.0,4,9.0,9,2,1,3,9,1,20.0,2,17.0,45.0,2,8,8.0,0,2,84.0,8,1,2,0
2.0,9.0,5.0,5,218.0,15.0,20.0,14,100.0,1.0,5,5.0,7,2,3,0,9,6,0.0,3,31.0,74.0,8,10,0.0,1,3,74.0,4,1,1,1
1.0,30.0,50.0,22,4.0,22.0,1.0,21,56.0,1.0,1,22.0,4,2,1,0,9,2,36.0,3,26.0,469.0,1,10,7.0,13,1,167.0,1,2,2,1
0.0,35.0,8.0,4,1628.0,373.0,4.0,19,63.0,0.0,1,6.0,3,2,1,2,9,7,15.0,3,5.0,105.0,5,8,2.0,0,1,3.0,6,15,1,1
25.0,4.0,1.0,8,624.0,125.0,25.0,12,52.0,1.0,1,10.0,3,2,1,3,9,4,0.0,0,28.0,2.0,1,7,9.0,1,0,35.0,5,0,0,1
1.0,0.0,3.0,5,568.0,8.0,3.0,4,51.0,1.0,2,5.0,7,2,0,2,9,4,2.0,1,2.0,98.0,1,10,5.0,1,1,45.0,8,4,0,1
0.0,0.0,4.0,1,1896.0,26.0,94.0,2,119.0,0.0,8,1.0,7,2,1,1,8,4,0.0,1,27.0,0.0,1,5,720.0,1,0,0.0,8,5,1,0
0.0,8.0,5.0,6,3350.0,54.0,358.0,11,257.0,0.0,25,6.0,7,2,1,0,9,1,5.0,3,40.0,26.0,1,10,5.0,17,1,6.0,7,1,0,0
0.0,12.0,14.0,13,1586.0,154.0,6.0,14,94.0,0.0,3,13.0,3,2,1,3,8,6,1.0,3,1.0,14.0,1,3,0.0,2,1,0.0,6,1,1,1
0.0,-1.0,1.0,10,1697.0,424.0,51.0,37,1645.0,0.0,9,37.0,4,2,1,3,9,7,52.0,0,9.0,18.0,1,8,4.0,2,2,28.0,6,0,7,1
3.0,1.0,7.0,8,1.0,4.0,23.0,35,381.0,2.0,5,3.0,7,2,1,3,9,4,0.0,1,29.0,51.0,1,7,12.0,0,0,3.0,6,9,1,0
8.0,1.0,1.0,1,97.0,1.0,10.0,20,21.0,1.0,2,1.0,7,2,1,2,9,6,12.0,3,26.0,17.0,1,8,5.0,3,2,7.0,4,2,3,0
0.0,0.0,13.0,5,2740.0,283.0,10.0,5,48.0,0.0,3,5.0,3,2,6,3,1,6,6.0,2,4.0,91.0,0,3,0.0,0,0,2.0,7,0,0,1
1.0,1.0,5.0,2,27.0,2.0,1.0,2,2.0,1.0,1,2.0,9,2,0,0,9,6,16.0,3,1.0,2.0,5,5,5.0,10,1,41.0,6,0,0,1
27.0,0.0,2.0,0,1.0,0.0,192.0,9,204.0,3.0,27,0.0,7,2,1,1,8,8,8.0,2,48.0,77.0,5,5,60.0,1,0,3.0,4,1,3,0
0.0,12.0,1.0,1,2924.0,3.0,1.0,1,2.0,0.0,1,1.0,3,2,7,3,9,7,0.0,0,6.0,265.0,6,0,5.0,2,1,0.0,6,1,3,1
0.0,1.0,24.0,6,2727.0,229.0,2.0,12,214.0,0.0,2,7.0,4,2,0,2,9,7,93.0,1,10.0,12.0,7,3,0.0,1,0,5.0,13,4,51,1
0.0,0.0,6.0,8,2885.0,221.0,5.0,4,687.0,0.0,2,34.0,7,2,1,1,9,4,7.0,3,2.0,102.0,0,8,0.0,8,1,8.0,6,3,5,1
1.0,1.0,5.0,25,73.0,32.0,83.0,32,135.0,1.0,9,30.0,4,2,1,0,1,4,27.0,1,9.0,7.0,0,3,15.0,4,1,0.0,4,1,2,0
3.0,0.0,5.0,3,8.0,11.0,68.0,10,16.0,1.0,11,3.0,7,2,1,0,9,6,3.0,0,0.0,21.0,2,8,541.0,1,0,9.0,1,1,6,0
0.0,0.0,1.0,10,4476.0,307.0,1.0,0,282.0,0.0,1,10.0,7,2,1,3,9,7,0.0,0,8.0,1497.0,0,8,4.0,0,0,1.0,2,2,1,0
0.0,22.0,8.0,3,5415.0,36.0,3.0,3,19.0,0.0,3,3.0,9,2,0,1,9,1,9.0,2,12.0,95.0,0,8,0.0,1,0,1.0,6,2,17,1
4.0,330.0,14.0,10,4.0,0.0,176.0,14,286.0,1.0,12,0.0,7,2,1,0,9,8,0.0,3,6.0,5.0,5,5,5.0,4,1,2.0,6,6,2,0
0.0,0.0,4.0,0,3624.0,60.0,15.0,4,97.0,0.0,2,1.0,4,2,1,1,9,6,3.0,3,3.0,0.0,1,8,0.0,2,0,1182.0,7,1,0,1
3.0,29.0,1.0,4,1196.0,4.0,5.0,3,4.0,0.0,1,4.0,7,2,1,0,9,7,2.0,2,1.0,135.0,1,8,6.0,2,0,1.0,6,0,0,1
5.0,1.0,29.0,30,224.0,30.0,5.0,29,30.0,1.0,1,30.0,7,2,1,2,9,4,1.0,2,20.0,813.0,5,8,76.0,52,0,0.0,4,28,1,0
6.0,2.0,11.0,17,12.0,4.0,6.0,22,24.0,2.0,2,4.0,0,2,1,3,9,6,1.0,3,0.0,2.0,0,3,0.0,21,1,5.0,6,11,1,0
1.0,1.0,56.0,0,60.0,0.0,3.0,0,4.0,1.0,2,0.0,3,2,1,1,8,6,3.0,0,17.0,10.0,0,3,0.0,1,0,10.0,1,6,3,1
12.0,2319.0,2.0,5,18.0,0.0,33.0,43,272.0,3.0,12,0.0,4,2,6,0,9,8,68.0,1,29.0,90.0,1,5,0.0,1,3,1.0,8,0,3,0
1.0,10.0,8.0,7,8.0,5.0,4.0,6,53.0,1.0,2,2.0,9,2,1,2,9,8,13.0,3,14.0,14.0,1,8,3.0,0,0,84.0,6,25,1,0
0.0,172.0,4.0,4,7257.0,344.0,5.0,32,166.0,0.0,2,4.0,7,2,1,3,9,6,1.0,1,39.0,1466.0,5,8,71.0,1,1,0.0,7,2,2,1
0.0,2.0,6.0,5,1499.0,11.0,16.0,7,225.0,0.0,8,5.0,4,2,1,0,9,6,10.0,3,16.0,1.0,1,8,396.0,3,1,1.0,8,3,1,0
1.0,420.0,3.0,0,8.0,0.0,1.0,0,0.0,1.0,1,0.0,0,2,0,2,9,6,44.0,2,5.0,30.0,5,5,35.0,9,1,98.0,7,6,3,0
12.0,1.0,1.0,3,921.0,3.0,14.0,21,23.0,1.0,2,3.0,4,2,1,3,9,8,32.0,1,2.0,94.0,1,5,3.0,2,2,3.0,6,1,0,0
0.0,16.0,5.0,2,336.0,36.0,8.0,22,67.0,0.0,4,2.0,3,2,1,1,9,8,13.0,3,17.0,6.0,0,5,35.0,2,0,18.0,2,1,1,0
9.0,1.0,8.0,5,522.0,32.0,9.0,21,21.0,1.0,1,5.0,4,2,1,3,9,9,5.0,1,0.0,189.0,4,8,0.0,0,0,1.0,7,3,2,1
44.0,1.0,5.0,3,7.0,3.0,472.0,38,370.0,1.0,66,3.0,3,2,3,1,8,6,1.0,3,5.0,81.0,8,8,4.0,2,1,6.0,8,4,0,1
3.0,0.0,12.0,10,1.0,2.0,11.0,44,366.0,2.0,8,2.0,7,2,1,1,9,1,32.0,0,13.0,22.0,5,3,2.0,2,0,7.0,1,10,1,0
5.0,-1.0,1.0,0,2.0,0.0,54.0,0,733.0,1.0,15,0.0,3,2,1,2,9,6,23.0,3,8.0,14.0,1,3,5.0,2,1,37.0,6,0,0,0
0.0,151.0,11.0,10,1719.0,22.0,13.0,10,240.0,0.0,2,10.0,7,2,1,0,8,6,1.0,3,8.0,3.0,6,8,5.0,1,0,4.0,8,1,0,0
5.0,20.0,1.0,8,2.0,1.0,12.0,30,94.0,1.0,3,1.0,4,2,4,3,8,10,1.0,1,2.0,26.0,8,10,1.0,1,0,0.0,6,5,1,0
19.0,-1.0,5.0,5,2.0,0.0,44.0,18,23.0,2.0,7,0.0,3,2,1,3,1,8,27.0,0,31.0,78.0,0,5,315.0,0,1,15.0,1,2,1,0
2.0,3.0,13.0,12,537.0,17.0,24.0,24,168.0,1.0,5,12.0,3,2,6,3,9,6,6.0,2,11.0,106.0,1,3,24.0,1,1,267.0,8,7,1,0
22.0,6.0,19.0,3,1.0,0.0,24.0,18,18.0,3.0,4,0.0,7,2,4,1,9,6,0.0,2,40.0,0.0,0,5,1.0,12,1,2.0,6,1,2,1
0.0,7.0,1.0,1,2698.0,20.0,80.0,1,2.0,0.0,14,1.0,7,2,1,3,9,6,0.0,3,0.0,234.0,8,8,1.0,1,0,5.0,4,1,13,1
3.0,1.0,12.0,5,588.0,87.0,5.0,5,6.0,1.0,2,5.0,3,2,3,3,9,7,21.0,3,23.0,46.0,1,3,3.0,3,1,9.0,1,4,6,1
21.0,1185.0,4.0,5,76.0,6.0,55.0,7,16.0,2.0,11,6.0,7,2,1,3,9,9,6.0,3,0.0,1.0,6,3,0.0,6,1,12.0,7,2,1,1
18.0,-1.0,2.0,0,12.0,0.0,54.0,0,8.0,1.0,2,0.0,7,2,1,1,9,8,0.0,3,1.0,253.0,6,3,60.0,3,1,3.0,6,6,2,0
12.0,0.0,139.0,6,5.0,6.0,12.0,6,6.0,1.0,1,6.0,7,2,1,0,9,6,11.0,2,18.0,464.0,0,8,6.0,2,0,173.0,6,26,1,1
0.0,17.0,21.0,3,2511.0,69.0,9.0,15,49.0,0.0,5,13.0,7,2,6,3,9,7,1.0,1,1.0,10.0,1,10,36.0,2,0,0.0,6,2,0,0
0.0,0.0,3.0,1,10370.0,107.0,19.0,9,201.0,0.0,6,1.0,7,2,6,1,9,6,23.0,3,1.0,41.0,1,10,7.0,2,1,1.0,6,3,34,1
1.0,572.0,7.0,2,1569.0,32.0,12.0,20,43.0,0.0,3,2.0,9,2,1,0,9,8,16.0,3,40.0,3.0,1,8,7.0,1,1,0.0,7,6,21,0
3.0,312.0,2.0,2,4.0,0.0,330.0,2,5.0,2.0,21,0.0,7,2,1,3,8,6,1.0,3,11.0,1.0,1,8,1.0,2,0,0.0,7,0,1,0
0.0,8.0,3.0,7,8514.0,1251.0,2.0,24,260.0,0.0,1,7.0,7,2,1,3,9,9,9.0,3,12.0,5.0,1,3,409.0,0,1,18.0,6,2,4,1
2.0,1.0,3.0,14,164.0,35.0,2.0,6,35.0,1.0,1,35.0,7,2,0,3,9,7,11.0,3,38.0,2.0,3,8,0.0,0,1,16.0,7,6,1,1
4.0,716.0,3.0,0,1.0,0.0,4.0,0,0.0,1.0,1,0.0,4,2,1,0,9,6,24.0,0,11.0,2.0,8,0,93.0,1,0,1.0,4,1,3,0
1.0,4.0,22.0,1,79.0,1.0,7.0,5,28.0,1.0,2,1.0,3,2,4,1,9,7,4.0,2,1.0,3.0,4,8,2.0,1,0,0.0,8,4,4,0
29.0,1.0,2.0,0,12.0,0.0,70.0,0,32.0,1.0,7,0.0,3,2,3,1,8,6,2.0,2,3.0,50.0,8,10,10.0,0,1,6.0,5,8,0,0
0.0,38.0,1.0,1,2076.0,126.0,84.0,20,462.0,0.0,27,1.0,7,2,3,3,9,6,4.0,3,8.0,20.0,5,8,2.0,2,0,0.0,6,9,2,1
1.0,8.0,9.0,26,149.0,50.0,5.0,45,360.0,1.0,4,39.0,7,2,1,0,9,6,21.0,0,6.0,0.0,1,5,17.0,12,2,10.0,7,15,1,0
2.0,125.0,4.0,19,23.0,14.0,34.0,21,236.0,2.0,11,13.0,4,2,6,3,9,5,1.0,0,0.0,27.0,1,10,8.0,0,0,8.0,6,1,1,1
3.0,180.0,5.0,5,100.0,7.0,6.0,17,252.0,1.0,3,5.0,7,2,1,3,9,1,0.0,3,15.0,102.0,0,8,0.0,1,1,40.0,6,5,0,1
0.0,0.0,14.0,1,1910.0,8.0,7.0,1,1.0,0.0,1,1.0,7,2,0,1,8,1,1.0,3,2.0,271.0,5,5,0.0,23,0,2.0,2,1,0,0
1.0,0.0,7.0,13,751.0,13.0,41.0,36,873.0,1.0,17,13.0,4,2,1,3,8,6,2.0,3,47.0,143.0,1,10,5.0,2,1,3.0,6,8,0,1
1.0,0.0,60.0,13,112.0,13.0,11.0,38,212.0,1.0,6,13.0,4,2,1,2,9,11,2.0,3,12.0,55.0,1,5,48.0,4,0,8.0,6,2,1,1
1.0,7.0,13.0,13,2.0,9.0,18.0,15,70.0,1.0,5,9.0,9,2,1,2,9,6,5.0,3,0.0,33.0,0,8,0.0,11,4,2.0,4,27,6,0
9.0,12.0,4.0,6,793.0,39.0,12.0,39,96.0,1.0,3,6.0,3,2,1,3,9,1,4.0,0,0.0,13.0,5,3,5.0,2,0,30.0,6,2,8,0
0.0,41.0,21.0,5,1533.0,65.0,15.0,9,105.0,0.0,4,5.0,4,2,1,1,9,8,36.0,3,1.0,175.0,4,8,0.0,0,0,1.0,2,1,3,1
1.0,8.0,41.0,26,59.0,19.0,10.0,46,225.0,1.0,6,19.0,4,2,4,2,9,8,0.0,3,46.0,21.0,6,5,6.0,1,0,19.0,6,0,2,1
3.0,122.0,27.0,11,155.0,34.0,6.0,36,81.0,1.0,3,34.0,4,2,1,3,8,9,0.0,2,10.0,4.0,8,3,3.0,0,1,3.0,7,6,2,0
1.0,0.0,3.0,16,404.0,47.0,1.0,44,123.0,1.0,1,47.0,3,2,7,2,9,6,1.0,0,11.0,22.0,0,10,14.0,2,0,1.0,6,3,0,0
14.0,30.0,4.0,4,211.0,23.0,14.0,49,49.0,2.0,2,4.0,4,2,1,2,1,6,17.0,0,17.0,4.0,1,5,6.0,5,0,9.0,6,1,14,0
6.0,1.0,5.0,3,18.0,5.0,14.0,3,3.0,1.0,3,3.0,7,2,1,3,8,7,3.0,3,0.0,41.0,4,3,16.0,1,1,39.0,2,0,0,1
0.0,1.0,12.0,1,1401.0,15.0,5.0,5,76.0,0.0,1,2.0,4,2,1,2,9,7,0.0,2,2.0,36.0,0,8,3.0,3,1,8.0,8,1,0,0
0.0,1103.0,5.0,4,13796.0,268.0,2.0,14,308.0,0.0,1,4.0,5,2,1,3,8,8,1.0,0,0.0,113.0,8,10,0.0,0,2,0.0,8,1,0,1
1.0,310.0,33.0,33,12.0,30.0,3.0,33,64.0,1.0,3,30.0,3,2,1,3,9,7,2.0,3,38.0,17.0,8,8,5.0,39,1,7.0,6,1,2,0
0.0,-1.0,9.0,11,1556.0,197.0,89.0,49,542.0,0.0,14,45.0,7,2,1,3,9,9,2.0,0,1.0,5.0,4,8,32.0,1,1,0.0,7,0,4,0
